,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,0,0.714383908,0.770535346,0.880215522,0.534954419,0.739699583,0.865411024,0.771438253,0.888786931,0.655874701,0.733595963,0.53943581,0.76578645,0.816811159,0.396240896,0.416991866
2,0.471963237,0,0.745359801,0.786747035,0.798892268,0.705643421,0.819009067,0.781426556,0.663735214,0.67882815,0.738828192,0.301606303,0.715019032,0.684975975,0.14175473,0.295362188
3,0.369097234,0.708573301,0,0.712794317,0.617196179,0.800979496,0.831730782,0.852495799,0.812932443,0.746857238,0.83379397,0.559312368,0.912798391,0.912137149,0.346675616,0.453234308
4,0.486161988,0.266693439,0.094873531,0,0.665303154,0.688751342,0.809547362,0.782913828,0.815207375,0.621530725,0.726731872,0.313622982,0.664957662,0.729611959,0.186741143,0.402969636
5,0.478166599,0.59335165,0.594898539,0.362444996,0,0.606088243,0.653346342,0.615166084,0.622694581,0.596174958,0.637975336,0.21425768,0.515013625,0.624227873,0.135130672,0.291119409
6,0.576455939,0.69040978,0.705963666,0.400174438,0.870965223,0,0.765612904,0.766340423,0.821640375,0.699893674,0.729773319,0.502744511,0.736754092,0.769655475,0.329588161,0.377747142
7,0.33812193,0.750577568,0.623547391,0.323921735,0.549419028,0.684313291,0,0.867028511,0.766544471,0.613151949,0.711314317,0.367615859,0.811105749,0.797901597,0.203056408,0.214209304
8,0.49342814,0.495263148,0.595708975,0.301934375,0.67358076,0.736713411,0.53731034,0,0.812339082,0.704378204,0.719785218,0.427266251,0.833983432,0.831816165,0.224340619,0.289969795
9,0.446384239,0.459986,0.731294606,0.297458991,0.512347177,0.605456487,0.48957381,0.721507965,0,0.757049015,0.766791723,0.58116414,0.801738396,0.882009048,0.392390939,0.486200996
10,0.325632292,0.536588792,0.623317854,0.152834383,0.586545511,0.665831661,0.63290136,0.709391635,0.575199758,0,0.728820448,0.406535382,0.704709912,0.749588805,0.272922727,0.439337168
11,0.285767246,0.4956355,0.620940059,0.171384271,0.437636688,0.595518473,0.654338104,0.491751544,0.597654909,0.550363381,0,0.592263348,0.849495578,0.854378144,0.44844813,0.472484239
12,0.407253616,0.204317448,0.314832413,0.169795322,0.400074598,0.432147922,0.118661412,0.604993158,0.443223113,0.414231905,0.326570257,0,0.630288331,0.645889795,0.770609421,0.579949967
13,0.470253277,0.320597891,0.573832969,0.323115737,0.401809187,0.424652959,0.30737502,0.623125039,0.800555715,0.419159508,0.437329193,0.395097686,0,0.916036842,0.391667887,0.389969102
14,0.286077874,0.666324876,0.540316037,0.488265565,0.52353475,0.572854235,0.709194957,0.402788755,0.464623872,0.388374002,0.599958236,0.118136172,0.385508543,0,0.407020737,0.459178619
15,0.334446082,0.300880065,0.282324603,0.103867457,0.163088899,0.221009941,0.320492667,0.177679262,0.381082392,0.315229866,0.499540971,0.254525042,0.532740323,0.198993156,0,0.479230143
16,0.303493382,0.239536834,0.030352412,0.565223408,0.378183338,0.351330316,0.165181309,0.041785574,0.063621845,0.042616408,-0.006475551,-0.000642962,0.182429098,0.295481099,0.028950393,0
