,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
15,0.325571235,0.366062973,0.407256049,0.233935445,0.499683789,0.808150946,0.896298649,0.952092352,0.975738216,0.951432672,0.884158362,0.764903147,0.673450649,0.622185082,0.597205426,0.590732524,0.598625981,0.630353986,0.698943777,0.796277841,0.909361455,0.951463947,0.90606862,0.761563214,0.168763018,0.210605977,0.373744102,0.41199081
16,0.325904953,0.44830556,0.34934736,0.242539372,0.490718933,0.872294668,0.94014058,0.974033544,0.986483336,0.932653127,0.783181118,0.700341092,0.648816733,0.613304717,0.597748659,0.594820863,0.625261573,0.686941416,0.764149735,0.86322004,0.934859528,0.935230686,0.84536629,0.699617827,0.193122397,0.211802276,0.410040512,0.387074909
17,0.327115777,0.454669216,0.441694239,0.25948111,0.478365794,0.939146796,0.960639384,0.983511965,0.995125368,0.926713353,0.765594272,0.691450545,0.648098351,0.621577043,0.615186918,0.634280418,0.693674885,0.759521471,0.839957974,0.917782275,0.938842236,0.892236734,0.773006041,0.643409414,0.22032953,0.210469782,0.38259568,0.422319527
18,0.396398377,0.449680563,0.432709867,0.274580436,0.464115682,0.95950137,0.967687195,0.985221397,1,0.929679532,0.777549489,0.736500998,0.717942726,0.711441037,0.712343531,0.730715713,0.777969924,0.845711304,0.912306743,0.936960638,0.910335121,0.821187917,0.699486917,0.593039263,0.419821051,0.21476283,0.382046621,0.386364639
19,0.32815601,0.369425188,0.348016288,0.301350817,0.44990845,0.938640401,0.963539243,0.98026357,0.998957974,0.973469606,0.884028163,0.831367027,0.817897646,0.811795332,0.81046596,0.825298413,0.868870922,0.919486576,0.937106753,0.914738094,0.843284835,0.734455407,0.633754608,0.531293165,0.440072514,0.232121712,0.381635658,0.412078346
20,0.326283668,0.370191425,0.404953429,0.318133986,0.439938174,0.896323063,0.930246839,0.962628312,0.985547003,0.998919282,0.973432335,0.916245876,0.896706707,0.888411235,0.8911965,0.910402306,0.93652183,0.93840077,0.909399158,0.846098903,0.746749936,0.656087247,0.580904234,0.495199526,0.455358077,0.412169652,0.411167539,0.411581067
21,0.325767986,0.325015223,0.404803698,0.32931816,0.284439658,0.351060593,0.873847291,0.91044449,0.946774152,0.974116738,0.991399874,0.990240073,0.980250961,0.969889115,0.961013695,0.949771482,0.92750147,0.890005455,0.832369124,0.74378555,0.661834744,0.591889699,0.524907427,0.484911614,0.465391837,0.386881326,0.411777293,0.385922849
22,0.369504102,0.328890864,0.403849394,0.340433141,0.28239569,0.315839678,0.36110014,0.835391796,0.871376135,0.900995305,0.922494166,0.934370377,0.93439782,0.926934719,0.913547111,0.889598139,0.851176081,0.795572377,0.721053799,0.652724777,0.592550924,0.537031908,0.499472864,0.480082766,0.470534586,0.411825318,0.42278706,0.411958082
23,0.369662037,0.328743699,0.346656955,0.346120783,0.284515435,0.294438319,0.324841048,0.365437319,0.782088889,0.811805638,0.831542841,0.840116234,0.839843103,0.831811521,0.81472699,0.783201855,0.733365526,0.681838301,0.630775843,0.583741183,0.540656067,0.507371818,0.490585945,0.478474847,0.263392213,0.422089461,0.411388797,0.38523738
24,0.365841607,0.400206662,0.346326358,0.349164547,0.297484169,0.295016165,0.305560346,0.328398222,0.359944666,0.393573337,0.692285095,0.704834244,0.706620379,0.700774553,0.688763508,0.668978473,0.635047845,0.596828225,0.567187191,0.539857452,0.514768985,0.497565434,0.48099562,0.25418683,0.257975028,0.416348663,0.397391296,0.41199152
25,0.318000665,0.40135577,0.402843835,0.349683845,0.31830623,0.316494815,0.334491157,0.538592888,0.564352278,0.581479881,0.593183856,0.601614155,0.606154884,0.605891515,0.601222866,0.592591068,0.577210035,0.552975455,0.533324212,0.511625934,0.496840643,0.485216738,0.26056433,0.256650538,0.262078169,0.4163359,0.386326797,0.422780107
26,0.317959516,0.40276058,0.345467177,0.347401095,0.328299004,0.345189704,0.344252969,0.540737179,0.528608651,0.503278187,0.506414199,0.509381676,0.51062566,0.512485625,0.513533677,0.513478745,0.512089357,0.510732928,0.506208625,0.494787817,0.292354855,0.289449774,0.294329413,0.261406252,0.261745177,0.373705812,0.422873267,0.412243899
27,0.365843028,0.402770083,0.402852798,0.372802608,0.402679425,0.402005391,0.219514958,0.227147877,0.382483822,0.360246228,0.338123288,0.286684287,0.287354165,0.194698816,0.337793279,0.337350577,0.320401082,0.35500909,0.315009624,0.334899246,0.287928055,0.285809082,0.287989183,0.412189709,0.382574093,0.373709351,0.422664881,0.422152907
28,0.321837212,0.403796223,0.402973463,0.336499539,0.335693806,0.337311931,0.215711803,0.207515038,0.325577601,0.355798814,0.321349592,0.321060561,0.323017302,0.381687484,0.337129628,0.337622487,0.3631281,0.366286982,0.366937684,0.335721141,0.347370856,0.268998285,0.266828938,0.422707652,0.382709299,0.373463246,0.422751335,0.367917406
29,0.575737322,0.66410149,0.579881322,0.584397451,0.658353444,0.595475197,0.643180842,0.656863831,0.664101454,0.654455339,0.6386173,0.647798669,0.651083164,0.487734056,0.636186825,0.653742305,0.653329842,0.65382682,0.63618278,0.597209109,0.606503774,0.504506052,0.504605717,0.584802193,0.57260925,0.585222039,0.573758086,0.624181156
30,0.652770383,0.626748754,0.642137575,0.584962842,0.658301784,0.642520004,0.643149232,0.608556466,0.636213861,0.654697495,0.6395264,0.490222038,0.647798889,0.664426138,0.637585281,0.651324078,0.616476908,0.616508567,0.664229256,0.605300682,0.642244553,0.512495682,0.512440303,0.577903778,0.604862515,0.575587029,0.573650892,0.572591059
31,0.607337393,0.627146549,0.581089226,0.640359557,0.610190883,0.763142161,0.749636969,0.655422393,0.627175331,0.654683863,0.646921604,0.493240194,0.673292161,0.67279011,0.637893573,0.654013314,0.654727383,0.637750901,0.627295106,0.60505407,0.657013729,0.469747017,0.469809278,0.57259857,0.584996162,0.584917725,0.608104451,0.573594562
32,0.598937564,0.626829777,0.581014525,0.584050847,0.656749945,0.776573567,0.791778311,0.656920798,0.644541465,0.48673531,0.637981235,0.702374375,0.710513868,0.703966982,0.653838962,0.668476952,0.704579115,0.637867104,0.627378117,0.733587969,0.733462368,0.735661601,0.735612212,0.753391945,0.739841693,0.605918242,0.615711416,0.61461068
33,0.664094621,0.627328742,0.640234435,0.643414053,0.50309539,0.753221084,0.77735962,0.724095357,0.723837228,0.724274535,0.724343324,0.726425756,0.724493365,0.719649941,0.692353676,0.685320896,0.732110511,0.727827512,0.664089043,0.740062425,0.737269841,0.747585164,0.754767644,0.763353867,0.795002383,0.572631103,0.573582187,0.572584257
34,0.591808142,0.664311039,0.580637302,0.643118644,0.570306232,0.604081551,0.60892787,0.723388128,0.725498873,0.725092392,0.721061519,0.711632502,0.730054832,0.365238853,0.414865609,0.914773558,0.735816411,0.626926469,0.66747805,0.675086618,0.738572989,0.750485979,0.752756032,0.75821892,0.853688816,0.573608531,0.572720911,0.606275273
35,0.663535928,0.628071934,0.641261738,0.608426678,0.952028261,0.600510181,0.583892085,0.544761278,0.44218906,0.409433845,0.407087352,0.394210466,0.391566531,0.394361145,0.416884728,0.810704495,0.625196535,0.635660731,0.666173391,0.687662705,0.721665982,0.725366715,0.725942481,0.731481695,0.882770135,0.612868597,0.614287004,0.57279166
36,0.658053625,0.664369014,0.580637408,0.605628892,0.608044898,0.590969187,0.573702335,0.553649171,0.405791371,0.395630942,0.395655225,0.379135396,0.380935756,0.386680304,0.464483807,0.444618435,0.616028869,0.660471278,0.681842974,0.712753578,0.710578939,0.693107519,0.683505776,0.686388318,0.895905959,1,0.605674706,0.625002594
37,0.663859576,0.664019452,0.641459571,0.605957358,0.62208142,0.613450762,0.604045248,0.56659858,0.394072361,0.382724578,0.36910863,0.360225959,0.368521765,0.376417094,0.38355308,0.398723877,0.404294853,0.670151852,0.705128512,0.69468433,0.662826002,0.622523992,0.605019448,0.607135004,0.896050579,0.953780949,0.624218201,0.572628307
38,0.602160742,0.599184289,0.640671847,0.541931056,0.62658159,0.617660784,0.603592571,0.574195431,0.383993083,0.367766822,0.343116584,0.342405324,0.34816361,0.359978957,0.376729409,0.39572962,0.647948574,0.688399206,0.672266898,0.62662015,0.583148212,0.550108271,0.534394663,0.53600022,0.51092178,0.856925845,0.572716991,0.615667056
39,0.598218704,0.656902022,0.565758706,0.540339304,0.62272477,0.297709899,0.297864424,0.303455099,0.310953328,0.31622814,0.318347472,0.329352326,0.336964747,0.351730326,0.372284334,0.634066883,0.665338126,0.638539903,0.585186378,0.53932114,0.505978677,0.481677761,0.469397922,0.468567802,0.496068486,0.856022422,0.614732205,0.606721358
40,0.598581274,0.60465003,0.550461269,0.537279827,0.277534171,0.240147451,0.234369012,0.234858163,0.241465373,0.253418158,0.268276214,0.295040929,0.308455177,0.322396781,0.611234604,0.632091958,0.584444817,0.521401259,0.482649697,0.456171708,0.434270796,0.416242386,0.406631141,0.405642735,0.485882752,0.520325357,0.572634587,0.573435013
41,0.595792508,0.6568489,0.542450404,0.539212896,0.282633992,0.187281026,0.18451061,0.184966011,0.187522181,0.192347637,0.201048803,0.215436016,0.233706063,0.254314286,0.483160604,0.468619228,0.433371205,0.405276489,0.387550545,0.372776494,0.360266762,0.353971852,0.35434017,0.359023207,0.482027111,0.499027823,0.572574855,0.60591719
42,0.59909331,0.656836475,0.539761345,0.902829742,0.296643918,0.18926519,0.187451844,0.187846871,0.188680752,0.190264439,0.193213876,0.200190852,0.217119247,0.260817666,0.281918616,0.287334812,0.289177763,0.289392094,0.286406297,0.278910906,0.270552114,0.267964722,0.272586661,0.28329467,0.861881274,0.461464118,0.572618592,0.60486316
43,0.615134007,0.830683604,0.869302979,0.906861084,0.316002086,0.209986526,0.208804565,0.211290994,0.216185765,0.224448759,0.239595627,0.259338065,0.27179706,0.276076369,0.276761175,0.275862832,0.271431552,0.259237414,0.239537013,0.2253364,0.217383138,0.213903648,0.21204571,0.211271579,0.859956462,0.460813403,0.573670097,0.604861926
44,0.663775415,0.831707207,0.868907611,0.91459289,0.347925492,0.263234354,0.258146993,0.260735748,0.26709695,0.276595466,0.283868407,0.286355432,0.286433801,0.285024793,0.279414334,0.260642079,0.220252616,0.201445335,0.194766794,0.192081163,0.190842689,0.190416779,0.189567797,0.187393059,0.852061587,0.516756868,0.584917725,0.604814515
45,0.664151142,0.758270026,0.83285539,0.913496083,0.372332219,0.344775717,0.34150122,0.345627537,0.354036924,0.366717077,0.381552098,0.399783897,0.427050153,0.458606505,0.455596552,0.246707089,0.224847022,0.206496874,0.196073902,0.188815636,0.18315224,0.178556102,0.176126528,0.174338614,0.841226216,0.531021264,0.606058792,0.604863272
46,0.664105513,0.656863107,0.968284425,0.715487591,0.453334901,0.401328995,0.403466989,0.416931449,0.437753607,0.460874174,0.489312243,0.53237658,0.595548039,0.693145796,0.275313421,0.268281805,0.257775014,0.247287127,0.233869189,0.223075629,0.208441101,0.196858224,0.190988585,0.189279666,0.826432934,0.576207661,0.57990933,0.58494942
47,0.664105584,0.656832345,0.666983613,0.709368977,0.482809488,0.468136982,0.474153709,0.493180275,0.518754798,0.550782276,0.598672083,0.667421856,0.750628455,0.84467156,0.355906727,0.353042032,0.352506146,0.367936235,0.376597805,0.393032777,0.414542437,0.437560819,0.455893795,0.513202315,0.807110644,0.577174672,0.615700158,0.58522177
48,0.664197841,0.603992715,0.667585876,0.702331167,0.522299033,0.537440622,0.543703741,0.566208888,0.601795617,0.647449276,0.712048818,0.775708293,0.845325937,0.445145834,0.450068536,0.466784473,0.434745016,0.412314889,0.413495558,0.420477047,0.437028907,0.483267316,0.507020475,0.530931892,0.782739057,0.605363489,0.575168119,0.585258318
49,0.663667923,0.65672789,0.668251096,0.683919573,0.556108095,0.605224597,0.612819532,0.642042121,0.694916423,0.743249171,0.794433898,0.845401553,0.836789117,0.816616072,0.806376847,0.803925218,0.530269411,0.495001497,0.44195703,0.438043158,0.448076552,0.508981165,0.525243588,0.541103575,0.75262948,0.584927252,0.62543462,0.584927266
50,0.664106876,0.663452534,0.57488988,0.875344571,0.58202879,0.684898988,0.69429202,0.720918361,0.768721496,0.806438654,0.844285445,0.842407155,0.83826026,0.808142706,0.805700273,0.79910673,0.776435022,0.489627453,0.479781482,0.451603997,0.4552074,0.521156683,0.53931078,0.546598396,0.752866278,0.605978724,0.606513537,0.582032944
51,0.627628589,0.656178642,0.58101439,0.882482657,0.599477324,0.769710938,0.774195,0.787715902,0.812646523,0.842909732,0.855314058,0.826684478,0.827145301,0.735243554,0.571444299,0.56918153,0.514718993,0.48280506,0.475774288,0.459541747,0.458808603,0.430458114,0.434571544,0.732153883,0.744903989,0.573589077,0.60544534,0.577905042
52,0.664081103,0.596203289,0.63953207,0.937209518,0.609642242,0.797606905,0.801340182,0.81244793,0.837080769,0.844645247,0.857309235,0.799516731,0.781167178,0.758377405,0.574720694,0.528541999,0.508232573,0.47650558,0.473522529,0.465815439,0.430444873,0.429684905,0.438906601,0.709451293,0.489843346,0.573600921,0.584917615,0.584911399
53,0.59629859,0.642291856,0.575697264,0.656431917,0.615370827,0.776793732,0.78593947,0.804890122,0.829639081,0.836510864,0.948300492,0.639275701,0.654658267,0.657845283,0.574812752,0.540149954,0.502882741,0.483321992,0.477402737,0.468984622,0.438808405,0.432388447,0.440483546,0.807499186,0.584888716,0.606688142,0.585221738,0.577578868
54,0.602087226,0.586486794,0.640162803,0.61439073,0.655226476,0.494208519,0.5855692,0.662301556,0.654259933,0.781687637,0.798563493,0.799956166,0.786855709,0.784602601,0.553868222,0.408111026,0.514745,0.495389975,0.488849057,0.487345968,0.490071331,0.428950313,0.442098754,0.809078487,0.7866814,0.621272305,0.58522166,0.584927237
55,0.601702942,0.639936823,0.579898459,0.658063815,0.652569151,0.642634067,0.585635258,0.990026327,0.656710086,0.751271805,0.641651813,0.642311363,0.754242119,0.752829917,0.653652646,0.482649442,0.459192944,0.456031715,0.454526682,0.456163278,0.457130112,0.080088274,0.450534809,0,0.754242119,0.573600977,0.577578949,0.582033139
56,0.664281107,0.57512132,0.580550154,0.663708229,0.590176876,0.649932412,0.590181396,0.663977038,0.657947581,0.637503885,0.629408959,0.585095632,0.584801072,0.572682539,0.655067544,0.63775788,0.654419709,0.677301619,0.470253361,0.471701576,0.6380109,0.621642152,0.604863045,0.573624579,0.605604387,0.631744162,0.577579159,0.608327977
57,0.496955547,0.552924762,0.496955452,0.497630152,0.498184772,0.530935795,0.57270941,0.498331045,0.498820751,0.586169731,0.49802762,0.585966757,0.585806208,0.585473194,0.572555827,0.53100896,0.5312501,0.572082911,0.530962544,0.531094214,0.498984696,0.592287496,0.58705796,0.587179192,0.510532169,0.515386841,0.569118617,0.587463065
58,0.572636418,0.530854705,0.497911876,0.498112471,0.499071351,0.499340199,0.499732025,0.585721415,0.45425738,0.496798414,0.497691517,0.4988489,0.586147703,0.58545581,0.53084442,0.530871399,0.530877693,0.530942338,0.61765958,0.623376375,0.587869052,0.496930468,0.587014614,0.574170335,0.508513017,0.569267903,0.570000322,0.508995681
59,0.572654014,0.530891854,0.592568854,0.542961883,0.506523934,0.656802252,0.613542605,0.669447692,0.665824586,0.643032164,0.613164191,0.585582606,0.585934981,0.499066803,0.530969797,0.493685718,0.47333417,0.469265664,0.627409297,0.632464448,0.635665593,0.642640367,0.647912625,0.654050796,0.509425136,0.513313943,0.510372349,0.569833959
60,0.530865834,0.572894444,0.585915025,0.494912986,0.417487779,0.70226526,0.723130979,0.736667094,0.764866256,0.764136504,0.754465767,0.724108069,0.405101085,0.397293076,0.392347509,0.389417602,0.776866248,0.809173828,0.828724531,0.846419194,0.848362734,0.840350657,0.812827376,0.775109689,0.603628022,0.508810111,0.507180386,0.569908832
61,0.530995125,0.572772291,0.499040036,0.562307712,0.610034955,0.731078909,0.760447467,0.784179197,0.80821535,0.8073976,0.285478834,0.281971894,0.283987093,0.363867238,0.365090457,0.357777354,0.352609701,0.87309788,0.86742211,0.859292044,0.853400338,0.851180951,0.841512689,0.807183718,0.63462569,0.570653455,0.507951298,0.569337288
62,0.531323975,0.53090281,0.544642514,0.572807021,0.584626508,0.602948236,0.615895653,0.241142537,0.234240564,0.232510926,0.238708687,0.245475536,0.254908222,0.327038345,0.330492939,0.329709901,0.860104642,0.829768776,0.796127332,0.774485544,0.765124282,0.770534706,0.82681081,0.833263449,0.65275281,0.508217939,0.572570448,0.569317601
63,0.532135547,0.531001534,0.517765794,0.566955745,0.285307443,0.250314109,0.21661499,0.193580986,0.177359039,0.17280361,0.17946308,0.205381246,0.229129939,0.311834072,0.304017889,0.857575757,0.810944946,0.74675099,0.689954148,0.657874641,0.652880144,0.681502438,0.723530687,0.856977708,0.671046676,0.348104622,0.508312653,0.555762067
64,0.572373576,0.497038575,0.496167674,0.56171604,0.256580487,0.218045788,0.181805863,0.155920931,0.139280218,0.135832992,0.157154742,0.186144004,0.219845617,0.2897672,0.262155393,0.811515152,0.741750549,0.659503636,0.576790446,0.535616467,0.525858749,0.555974463,0.632569255,0.876734389,0.692482463,0.347871215,0.587259419,0.548555229
65,0.53255817,0.391576905,0.459946764,0.559163375,0.227259919,0.19268608,0.158570766,0.133547084,0.106642406,0.100915682,0.121814789,0.160086108,0.203646888,0.259502642,0.229834458,0.75859299,0.665155872,0.565726079,0.493096828,0.442276596,0.409921122,0.411981337,0.464616115,0.901610177,0.722612453,0.345780912,0.587125196,0.547723779
66,0.530984936,0.388537125,0.450531962,0.556923001,0.207799247,0.178265996,0.151797585,0.125154637,0.077958508,0.070358156,0.093004248,0.132714309,0.195999102,0.230522399,0.19641334,0.696927511,0.589593547,0.490959879,0.427304463,0.368845272,0.34676704,0.346531369,0.387539369,0.925100575,0.75078145,0.345466991,0.506502136,0.546548512
67,0.571186815,0.383167342,0.442744791,0.559389855,0.197359211,0.178707213,0.164542871,0.137324119,0.045827461,0.040526334,0.070140176,0.12010764,0.182993967,0.201701688,0.167925355,0.637454993,0.517094355,0.43688206,0.366383445,0.331334195,0.322731367,0.318240832,0.342563563,0.947520072,0.783685404,0.346866628,0.587171325,0.543865174
68,0.530949495,0.378359317,0.440965955,0.568285402,0.199071848,0.202176024,0.202854793,0.165948802,0.020886673,0.024232815,0.058997348,0.112196436,0.162276765,0.169459464,0.143109215,0.566415209,0.456648709,0.380685405,0.33499349,0.320037053,0.313489106,0.298463514,0.322325456,0.963788876,0.80527794,0.701836419,0.504932471,0.544107984
69,0.596204164,0.378520499,0.443402914,0.582243718,0.217894776,0.241869546,0.226630848,0.171245017,0.007016336,0.016915299,0.057093326,0.102917257,0.131624488,0.132143341,0.121066443,0.482353136,0.393993294,0.347473862,0.327407951,0.323782927,0.307212174,0.282678025,0.991299484,0.971438965,0.830745257,0.713063658,0.505005771,0.543674135
70,0.721736025,0.723598791,0.450811152,0.602253023,0.270875424,0.268611352,0.24157274,0.167472932,0,0.014571634,0.062048679,0.093545589,0.095812271,0.095382989,0.054969099,0.371569864,0.350130835,0.34113902,0.340577224,0.335187715,0.295484868,0.265368598,0.998223427,0.972918272,0.84533107,0.730479772,0.504318674,0.543920015
71,0.721736063,0.740264814,0.46191073,0.623843449,0.327903126,0.291534409,0.252727389,0.163883099,0.00029765,0.015815346,0.056052473,0.070375426,0.072515234,0.046750498,0.08110156,0.303404092,0.341333283,0.363493372,0.371952595,0.340926221,0.279269906,0.248619624,1,0.96926385,0.853158114,0.745417481,0.587183721,0.544173953
72,0.592314033,0.713274902,0.473792291,0.645180127,0.393339317,0.319187892,0.267065117,0.167700429,0.02909307,0.021771717,0.024090591,0.034052108,0.051365066,0.079817399,0.201924427,0.308284035,0.377622446,0.406948424,0.3978079,0.338593071,0.264067704,0.238571951,0.998355386,0.962401444,0.855050488,0.749619596,0.504985201,0.545753769
73,0.531015004,0.733959196,0.489117759,0.666341654,0.474900591,0.36714457,0.290773437,0.198810733,0.085025117,0.063032965,0.06311417,0.077689334,0.115282921,0.200570995,0.282078504,0.390167559,0.437479239,0.443610532,0.412746108,0.337626247,0.256894139,0.236452137,0.992802987,0.953061053,0.853818404,0.750392195,0.571741454,0.544076553
74,0.572830642,0.720598021,0.498538452,0.68515637,0.595929848,0.452374082,0.34634198,0.252742433,0.193672898,0.171692834,0.173996051,0.197918436,0.241297656,0.306830709,0.423137214,0.47358404,0.491847781,0.472955814,0.423092121,0.341396605,0.258787147,0.239184942,0.982922195,0.938403705,0.848628454,0.748992424,0.587163957,0.544252626
75,0.57265883,0.653359929,0.507347728,0.695083118,0.686987073,0.589749261,0.479527478,0.363086963,0.292978601,0.275298339,0.281424949,0.317426248,0.421912613,0.483143408,0.525501884,0.546740894,0.532885331,0.493000771,0.430639475,0.345596858,0.26714306,0.245598456,0.967720032,0.921186842,0.838046059,0.742614082,0.587177599,0.54598802
76,0.531501084,0.586214172,0.514340942,0.700572022,0.740795825,0.683805212,0.621739523,0.560310052,0.529032925,0.517536531,0.519027946,0.532758899,0.556979664,0.581209715,0.594912942,0.586670355,0.547087321,0.494841701,0.434209353,0.350261085,0.277286252,0.256153968,0.949620659,0.90377303,0.829319293,0.724991808,0.587330838,0.544757011
77,0.57200443,0.531128676,0.519696027,0.755252912,0.788650241,0.744251007,0.702875588,0.672901624,0.656172385,0.646558292,0.642512918,0.641144615,0.6421301,0.640576928,0.629237678,0.600175078,0.543015246,0.493163699,0.432816278,0.354249154,0.290518462,0.27008095,0.927581754,0.87920937,0.820011677,0.718098009,0.508056028,0.520977098
78,0.572790999,0.586158026,0.526549261,0.742616941,0.783907941,0.787306366,0.762503613,0.747756589,0.736728574,0.726068073,0.713327094,0.695844473,0.678373153,0.658254263,0.634480847,0.587892788,0.535662941,0.489367265,0.427103676,0.358947882,0.302330888,0.284622726,0.33492069,0.861834932,0.813134476,0.721787737,0.504254393,0.543865712
79,0.531414659,0.585785581,0.497764279,0.72277138,0.749929468,0.779257865,0.78205025,0.771078211,0.757390427,0.738833915,0.719724179,0.696699947,0.672557174,0.645683533,0.609160542,0.565953921,0.526816785,0.483892636,0.42119896,0.362879115,0.313911595,0.300113597,0.331556127,0.426557537,0.800653298,0.712700384,0.586950409,0.520892017
80,0.562616415,0.498360135,0.67056644,0.686161235,0.708178543,0.727151438,0.732942655,0.730164018,0.718211072,0.702257469,0.68296482,0.659223812,0.645789511,0.291487435,0.283515443,0.549840657,0.519453946,0.47913642,0.417214307,0.367320373,0.324842239,0.313604581,0.339116798,0.422349033,0.587131394,0.682959208,0.507643056,0.52129432
81,0.531180926,0.49864702,0.343517224,0.344723903,0.345026119,0.362055167,0.695013809,0.693653806,0.682942322,0.401055874,0.360895001,0.332675729,0.310015208,0.293093577,0.286566199,0.536760726,0.512985189,0.475512508,0.416218662,0.374747915,0.347338815,0.341916417,0.357258002,0.428401077,0.578119681,0.561224261,0.587099944,0.543408185
