,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
1,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.382713181,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202
2,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.383752687,0.383790357,0.38327202,0.38327202,0.381940846,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202
3,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.385109691,0.382862878,0.388388861,0.38327202,0.382618268,0.385662371,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202,0.38327202
4,0.38327202,0.38327202,0.384104713,0.386122573,0.382236567,0.377166806,0.38327202,0.38327202,0.38327202,0.383471992,0.381340436,0.373269201,0.376982,0.393699599,0.378414837,0.388826602,0.374477202,0.379651759,0.389943077,0.391299436,0.363719227,0.3834604,0.384098071,0.381854824,0.38327202,0.38327202,0.38327202,0.38327202
5,0.38327202,0.38327202,0.383601565,0.386924642,0.385484361,0.382016862,0.385736061,0.378641043,0.376407478,0.369031891,0.363133496,0.427709548,0.447228129,0.472643564,0.508044305,0.446876876,0.468025703,0.527990944,0.375154443,0.345188149,0.274127203,0.312919629,0.328105771,0.380290902,0.398365634,0.38327202,0.38327202,0.38327202
6,0.38327202,0.38327202,0.38327202,0.376793283,0.383273437,0.385986764,0.365380818,0.353749602,0.342535017,0.415447711,0.495830046,0.549447081,0.612419047,0.678460889,0.73410052,0.773553966,0.772226331,0.73157272,0.660624494,0.547589989,0.391585875,0.287121833,0.289755794,0.344535734,0.37710259,0.38327202,0.38327202,0.38327202
7,0.38327202,0.38327202,0.385344976,0.374257227,0.370933373,0.375124484,0.338497643,0.366460104,0.485598872,0.559996366,0.642796966,0.724400347,0.797734444,0.859702463,0.881962965,0.876496903,0.862186881,0.835052297,0.790402805,0.698512296,0.547787183,0.394595101,0.283628986,0.308543902,0.380927422,0.384172036,0.38327202,0.38327202
8,0.38327202,0.38327202,0.383363696,0.391499181,0.391307612,0.349741984,0.464853476,0.253434203,0.614448368,0.715484885,0.806245623,0.880094665,0.918418055,0.925839943,0.892773939,0.876987561,0.823877263,0.787701376,0.770816475,0.767584112,0.659593448,0.528822839,0.353071474,0.293783676,0.33847268,0.390573219,0.38327202,0.38327202
9,0.38327202,0.38327202,0.383577954,0.375508286,0.42056434,0.470304457,0.546142304,0.652229875,0.765991089,0.861744246,0.930122833,0.957572028,0.908373721,0.853199898,0.494832905,0.37912677,0.321440033,0.322990517,0.381422406,0.579756391,0.723458139,0.606737564,0.44097708,0.306805805,0.344744714,0.390418156,0.38327202,0.38327202
10,0.38327202,0.38327202,0.38327202,0.399692429,0.450506922,0.536718604,0.665508158,0.78915105,0.898999769,0.96246057,0.966904349,0.88901324,0.453530662,0.276700787,0.15665101,0.07061036,0.816901303,0.973924266,0.026654741,0.126517017,0.822724046,0.633666086,0.523934085,0.373091188,0.279117609,0.396236334,0.38327202,0.38327202
